idx,original,paraphrased
1364,"ดัชนีหุ้นไทยวันที่ 20 มี.ค.61 ปิดที่ 1,799.84 จุด เพิ่มขึ้น 0.05 จุด มีมูลค่าการซื้อขาย 49,227.04 ล้านบาท ต่างชาติขายสุทธิ 3255.37 ล้านบาท","ดัชนีหุ้นไทยวันที่ 20 มี.ค.61 ปิดที่ 1,799.84 จุด ขึ้นไปเพียง 0.05 จุด และมียอดการซื้อขายรวมกว่า 49,227.04 ล้านบาท โดยมูลค่าการขายสุทธิของต่างชาติอยู่ที่ 3,255.37 ล้านบาท"
1365,แชร์เคล็ดลับดีๆ สำหรับคนไม่มีเวลา ด้วยเทคนิคแต่งหน้าแบบเร่งด่วน เช่นการใช้คอนซีลเลอร์สร้างความสดใสให้ใบหน้า หรือเลือกปัดมาสคาร่าแทนการเขียนอายไลเนอร์ เพื่อป้องกันความผิดพลาดในเวลาเร่งด่วน หากกังวลเรื่องสภาพเส้นผมที่ไม่ได้สระ ดรายแชมพูคือฮีโร่ที่ช่วยกู้สถานการณ์ได้ ทำให้เส้นผมมีวอลุ่มและสดชื่นพอใช้คล้ายเพิ่งสระผม ,แบ่งปันเคล็ดลับที่ดีสำหรับคนที่ไม่มีเวลา ด้วยเทคนิคการแต่งหน้าอย่างรวดเร็ว เช่นการใช้คอนซีลเลอร์เพื่อให้ใบหน้าดูสดใส หรือเลือกใช้มาสคาร่าแทนการวาดอายไลเนอร์ เพื่อป้องกันปัญหาที่อาจเกิดขึ้นในเวลาที่ใกล้จะเร่งด่วน หากคุณกังวลเกี่ยวกับสภาพเส้นผมที่ไม่ได้ล้าง แชมพูแบรนด์ดรายเป็นฮีโร่ที่จะช่วยให้คุณกลับมาฟูและสดชื่นเหมือนเพิ่งจะล้างผม
1366,องค์การพิทักษ์รัฐธรรมนูญไทยและตัวแทนชาวไร่ข้าวโพดยื่นหนังสือร้องผู้ตรวจการแผ่นดินตรวจสอบรัฐ หลังลดภาษีนำเข้าข้าวสาลีเหลือ 0% ทำข้าวโพดราคาตกเหลือกิโลละ 3 บาท ,"พิธีกรสัมนาซ็อปตรงนโยบายการลดภาษีในการนำเข้าข้าวสาลีได้นำสู่สภาวะที่กลุ่มเกษตรกรผู้ปลูกข้าวโพดต้องยื่นหนังสือร้องที่องค์การพิทักษ์รัฐธรรมนูญไทยและตัวแทนชาวไร่ข้าวโพด โดยการลดภาษีนำเข้าข้าวสาลีไปถึงร้อยละศูนย์, ทำให้ราคาข้าวโพดตกถึงราคากิโลกรัมละ 3 บาท"
1367,ตำรวจสำเหร่รวบเสี่ยโรงงานไอศกรีมพกปืน 3 กระบอกใส่เป้ขึ้นโรงพักท่าทางเครียด-พูดจาวกวน  ด้านเจ้าตัวเผยจะมาตามคืบหน้าคดีลักทรัพย์ ส่วนปืนพกมากำลังจะไปซ้อมยิงปืนที่สนาม ไม่ได้พกมาขู่ใคร,ตำรวจพยายามจับเสี่ยโรงงานไอศกรีมให้เร็วที่สุดด้วยการใช้ปืน 3 อันใส่เป้และพาไปที่ทะเลทรัพย์ที่ไม่สบายใจเพื่อพูดคำอวยพร  ผู้ต้องหารับรองว่าเขาจะตามคดีลักทรัพย์ ในขณะเดียวกันปืนที่เคยถืออยู่กำลังจะไปซ้อมยิงปืนที่สนาม ไม่มีเจตนาที่จะละเมิดใคร
1368,ปทุมธานี หนุ่ม วัย 26 ปี คาดเครียดเรื่องตกงาน และเป็นโรคสะเก็ดเงิน กินเหล้าก่อนตัดสินใจดิ่งตึก 5 ชั้น ดับอนาถ,ปทุมธานี ผู้ชาย อายุ 26 ปี รู้สึกกังวลเกี่ยวกับการพลาดงาน และมีปัญหาโรคสะเก็ดเงิน เขาดื่มเหล้าก่อนที่จะตัดสินใจกระโดดลงจากตึก 5 ชั้น เพื่อปิดกำลังใจ
1369,นายวุสนุง หมัดดา ประธานสภาผู้พิการทุกประเภทจังหวัดยะลาและประธานชมรมส่งเสริมและพัฒนาปัญญาจังหวัดยะลา เปิดเผยว่า ตนได้ก่อตั้งสมาคมคนตาบอดมุสลิมแห่งแรกในจังหวัดยะลา ขึ้นเมื่อปี พ.ศ 2553,นายวุสนุง หมัดดา ประธานสภาผู้พิการทุกประเภทจังหวัดยะลาและประธานชมรมส่งเสริมและพัฒนาปัญญาจังหวัดยะลา แถลงว่า เขาได้สร้างสมาคมคนตาบอดมุสลิมแห่งแรกในจังหวัดยะลา ในปี พ.ศ 2553
1370, ในโอกาสฉลองครบรอบ 50 ปี สไปเดอร์แมน นอกจากซูเปอร์ฮีโร่คนดังจะถูกเขียนให้พบจุดจบแล้ว หน้าที่วีรบุรุษยังแทนที่โดยหนึ่งในวายร้ายที่เป็นคู่ต่อกรของเขามาอย่างยาวนานด้วย,ในการฉลองครบรอบ 50 ปีของสไปเดอร์แมน นอกจากการเขียนจบของซูเปอร์ฮีโร่คนดังแล้ว บทบาทของวีรบุรุษยังถูกแทนที่โดยศัตรูที่เป็นคู่ต่อกรของเขามานานเช่นเคย
1371,เริ่มมีคุยกันเรื่องแต่งงานกันแล้ว แต่ตอนนี้ร้องเพลงรอก่อนปล่อยให้แฟนไปล่าฝัน,ก่อนหน้านี้เราได้เริ่มพูดคุยเกี่ยวกับการแต่งงานของเราแล้ว แต่ตอนนี้ฉันจะร้องเพลงก่อนและปล่อยให้แฟนไปฝัน
1372,วรงค์ บี้รัฐเร่งเอาผิด 900 คดีระดับปฏิบัติร่วมโกง จำนำข้าว ย้ำจีทูจีเก๊คือโกงปลายน้ำ ยิ่งลักษณ์ ละเลย จึงต้องรับผิดชอบ แนะรัฐเร่งทำ 6 ข้อ จี้ แม้ว-ปู แสดงความรับผิดชอบขอโทษคนไทย ด้าน ราเมศ ย้ำ คดีปู ไร้อายุความ,วรงค์บี้รัฐเร่งให้คดีระดับปฏิบัติที่เกี่ยวข้องกับการโกงการจำนำข้าวมีจำนวนมากถึง 900 คดี โดยเขายืนยันอีกว่าการโกงนั้นถือเป็นสิ่งที่ผิดอย่างแน่ชัด ทำให้ยิ่งลักษณ์และละเลยต้องรับผิดชอบต่อสังคม แนะรัฐเร่งต้องดำเนินการตามแผน 6 ข้อซึ่งเป็นการแสดงความรับผิดชอบและขอโทษคนไทยด้านรายรับ ย้ำอีกว่ากล่าวถึงคดีปูที่ไร้อายุความด้วย
1373,อดีตดาวเตะร่างเล็กชาวฝรั่งเศส โดดป้องเพื่อนซี้อย่าง ซีเนดีน ซีดาน หลังโดนวิจารณ์อย่างหนักถึงผลงาน ที่พาเรอัล มาดริด โชว์ฟอร์มบู่ในศึกลาลีกาซีซั่นนี้,ในอดีตมีดาวเตะร่างเล็กจากประเทศฝรั่งเศสที่ปกป้องเพื่อนซี้ชื่อว่าซีเนดีน ซีดาน หลังจากได้รับวิจารณ์ที่กลัวอย่างรุนแรงเกี่ยวกับผลงานของเขาในการแสดงที่ทำให้รีอัล มาดริดแสดงฟอร์มที่สูงในฤดูกาลลาลีกาเป็นปีนี้
1374,สุดยอดของฝากของขวัญ พระสมเด็จเกศไชโย จากกระดาษรีไซเคิล ฝีมืองานโอทอป 4 ดาว กลุ่มพัฒนาอาชีพวีรไทย เผยเกิดจากนำเอกลักษณ์ คำขวัญ จ.อ่างทอง ผลิตเป็นชิ้นงานสร้างรายได้,ส่งต่อ ยอดเยี่ยมของของขวัญ พระสมเด็จเกศไชโย ที่ทำจากกระดาษรีไซเคิล ด้วยการใช้ฝีมือในการทำโอทอป 4 ดาว โดยกลุ่มพัฒนาอาชีพวีรไทยได้เผยแพร่ออกมาจากการนำมาใช้จากคำขวัญของจังหวัดอ่างทองเพื่อสร้างรายได้
1375,องค์กรสวัสดิภาพสัตว์ พาสาวอ้างเป็นผู้ดูแล เจ้านวล สุนัขเพศเมีย แจ้งจับนิติบุคลข้อหาทารุณกรรมสัตว์ หลังนำสุนัขของลูกบ้านไปปล่อยจนถูกรถชนตาย ด้าน นิติฯ อ้างสุนัขกัดคนในคอนโดเจ็บหลายคน,"องค์กรการปกครองสัตว์ยืนยันว่าเด็กหญิงได้รับหน้าที่ในการดูแลสุนัขเพศเมียชื่อนวล ซึ่งได้รับการร้องเรียนด้านฐานะอาชีพที่ก่อให้เกิดอาชญากรรมสัตว์ หลังจากที่เด็กบ้านนำสุนัขไปปล่อยหายไปเกิดเหตุรถชนที่ทำให้สุนัขถูกทำลาย เจ้าหน้าที่ด้านกฎหมายอ้างว่าสุนัขกัดคนภายในอาคารชุดที่ทำให้คนหลายคนได้รับบาดเจ็บ
"
1376, เนื่องในโอกาสวันสตรีสากลปี 2557 ประเด็นผู้หญิงในประเทศไทยยังคงติดกับดักความคิดแบบอนุรักษ์นิยมและวัฒนธรรมอำนาจนิยมในระบบสังคมชนชั้น อันเนื่องจากเรามักได้ยินข่าวอาชญากรรมต่อเด็ก สตรี,ในโอกาสวันสตรีสากลปี 2557 ในประเทศไทยยังคงพบว่าปัญหาของผู้หญิงยังคงต้องเผชิญกับความคิดที่อนุรักษ์นิยมและวัฒนธรรมที่เน้นอำนาจนิยมในระบบสังคมชนชั้น นั่นเกิดจากเรามีการได้ยินข่าวเกี่ยวกับการกระทำอาชญากรรมต่อเด็กสตรี
1377,จนท.ดับเพลิง สามารถดับไฟที่ไหม้กองใบอ้อยที่ข้างโรงงานน้ำตาลมิตรกาฬสินธุ์ ได้แล้ว 100% ไม่มีเปลวและควันไฟแล้ว กลับเข้าสู่ภาวะปกติ โดยฝุ่นควันไฟไม่ได้กระทบชุมชน ส่วนโรงงานเปิดตามปกติ,มูลนิธิดับเพลิงสามารถที่จะดับเพลิงที่ไหม้กองใบอ้อยที่ข้างโรงงานน้ำตาลมิตรกาฬสินธุ์ได้อย่างสมบูรณ์ 100% และไม่มีควันไฟชักนำเข้าสู่สภาวะปกติ โดยที่ฝุ่นควันไฟไม่ได้กระทบส่วนของชุมชนและโรงงานทำงานได้ตามปกติ
1378,กำนันเมืองคอนควบปิกอัพกลับจากทำธุระกลางดึก รถเสียหลักกินเข้าไปอีกฝั่ง เป็นจังหวะที่รถพ่วง 22 ล้อ ขับสวนทางพุ่งชน ก่อนเสียหลักไปชนต้นมะขามจนขาดครึ่ง คนในรถ 2 คัน 4 คนบาดเจ็บทั้งหมด,ปิกอัพกลับจากการทำธุระกลางคืน รถเสียหลักกลางทางเข้าไปอีกฝั่ง สภาพรถเชื่อมต่อไม่ได้ ลำพังหลังชนต้นมะขามสายพันธุ์ ภายในรถมีจำนวนผู้บาดเจ็บสูงสุด 4 คน จำนวนรถ 2 คัน
1379,เช็ก 3 เรื่องที่ ทัพกระทิงดุ ทีมชาติสเปนต้องทำหากหวังที่จะผงาดในศึกฟุตบอลโลก 2018 ที่ประเทศรัสเซีย หลังฟอร์มไม่เปรี้ยงปร้างเท่าที่ควร,ทีมชาติสเปนจะต้องเช็กอย่างสุดคุ้มกับ 3 เรื่องที่ทำให้ทัพกระทิงดุในฟุตบอลโลก 2018 ที่ประเทศรัสเซีย แม้ฟอร์มจะไม่ดีตามที่คาดหวัง
1380,ขยะทั้งหมดที่เกิดขึ้นในประเทศไทย ครึ่งหนึ่งเป็นขยะอินทรีย์คิดเป็นร้อยละ 50 ที่เหลือคือขยะประเภทอื่น ๆ เทศบาลเมืองป่าตอง จ.ภูเก็ต เป็นหนึ่งจังหวัดที่เคยประสบปัญหาขยะล้นเมือง แต่ด้วยความร่วมมือกับทุกภาคส่วน ทำให้สามารถลดขยะอินทรีย์ลงได้,ขยะสะสมทั้งหมดในประเทศไทยถือเป็นร้อยละ 50 ของขยะทั้งหมด และขยะประเภทอื่น ๆ จังหวัดภูเก็ตนั้นเคยเป็นจังหวัดที่ปัญหาขยะล้นเมืองมาก่อน แต่การทำงานร่วมกันของภาคส่วนต่าง ๆ ช่วยลดปัญหาขยะอินทรีย์ลงได้อย่างมีประสิทธิภาพ
1381,เพื่อสานต่อพระราชดำริของสมเด็จพระนางเจ้าสิริกิติ์ พระบรม ราชินีนาถ ที่ทรงเห็นคุณค่าการอนุรักษ์การแสดงโขนให้ดำรงอยู่คู่แผ่นดินไทย อันส่งผลให้เกิดการพัฒนาและฟื้นฟูงานหัตถศิลป์ชั้นสูง,เพื่อสืบสานพระพุทธศาสนาและสร้างความเจริญก้าวหน้าในการอนุรักษ์และส่งเสริมการแสดงโขนในประเทศไทย ซึ่งจะสร้างมหาวิทยาลัยของศิลปะโขนที่ดีที่สุดให้มากขึ้น และกระตุ้นให้เกิดความเจริญรุ่งเรืองในงานศิลปะที่สูงขึ้นด้วย
1382,กรมอุทยานแห่งชาติฯ นำร่องจับลิงที่ก่อความเดือดร้อนในพื้นที่จ.ภูเก็ต 169 ตัว โดยทดลองนำปล่อยเกาะปายู จำนวน 80 ตัว พร้อมติดตามพฤติกรรม และการปรับตัว,กรมอุทยานแห่งชาติฯ ได้นำทำการจับลิงที่ก่อเหตุให้เกิดความไม่สงบในพื้นที่ของจังหวัดภูเก็ตทั้งหมด 169 ตัว โดยทำการทดลองปล่อยลิงให้อยู่บนเกาะปายูจำนวน 80 ตัว พร้อมกับติดตามพฤติกรรมและปรับปรุงพฤติกรรมของลิงเหล่านี้ให้เป็นไปตามที่คาดหวัง
1383,สภาพอากาศวันนี้ เกือบทุกภาคชุ่มฉ่ำถ้วนหน้า ตกหนักในภาคเหนือ-อีสาน-ตะวันออก-ใต้ฝั่งตะวันตก รวมถึง กทม. ประมาณ 60% ของพื้นที่ ทะเลอันดามัน มีคลื่นสูง 2 เมตร,สภาพอากาศวันนี้ในไทย เกือบทุกภาคจะมีฝนตกหนัก ในภาคเหนือ-อีสาน-ตะวันออก-ฝั่งตะวันตก รวมถึงกรุงเทพฯ ประมาณ 60% ของพื้นที่ ทะเลอันดามันก็จะมีคลื่นสูงอยู่ที่ 2 เมตร
1384,แผ่นดินไหวระดับ 8.1 ที่เม็กซิโกทำให้มีผู้เสียชีวิตแล้ว 61 ราย ขณะที่บ้านเรือนโดยเฉพาะในภาคใต้ของประเทศ ซึ่งใกล้กับจุดศูนย์กลางแผ่นดินไหวได้รับความเสียหายอย่างหนัก และมีรายงานเกิดคลื่นสึนามิสูงกว่า 3 ฟุตด้วย,แผ่นดินไหวระดับ 8.1 ในเม็กซิโกทำให้มีผู้เสียชีวิตอย่างน้อย 61 คน โดยบ้านเรือนในภาคใต้ของประเทศเป็นที่ได้รับความเสียหายมากเป็นพิเศษ รายงานว่ามีคลื่นสึนามิสูงกว่า 3 ฟุตเกิดขึ้น
1385,อ.ธรณ์ โพสต์ภาพ ฉลามหูดำ โดนหั่นเป็นชิ้นวางขายที่เกาะลันตา ด้านนายอำเภอลงพื้นที่ตรวจสอบแต่ไม่พบ ชี้ฉลามยังไม่ได้เป็นสัตว์คุ้มครอง แต่สำคัญต่อระบบนิเวศ,อาจารย์ธรณ์เผยแพร่ภาพของฉลามหูดำที่ถูกตัดเป็นชิ้นแล้วนำไปวางขายในเกาะลันตา นายอำเภอได้ลงพื้นที่ตรวจสอบแต่ไม่พบความเคลื่อนไหวของฉลาม และชี้ให้ทราบว่าฉลามยังไม่ได้รับการคุ้มครองเป็นสัตว์ป่า แต่มีความสำคัญต่อระบบนิเวศ
1386,ตุรกีนองเลือดหนัก ยอดตายใกล้ 100 เจ็บกว่าพันคน หลังกองทัพพยายามก่อรัฐประหาร แต่ฝ่ายรัฐบาลประธานาธิบดีเออร์โดกัน สู้ยิบตาปะทะกันดุเดือด ก่อนต่อมา ประธานาธิบดีจะประกาศลั่นรัฐประหารล้มเหลวจับกุมทหารร่วมทำรัฐประหารกว่า 1.5 พันนาย,กองทัพพยายามเจาะลึกไปยังแผ่นดินตุรกีและถล่มล้างรัฐบาลของประธานาธิบดีเออร์โดกัน ทำให้ผู้เสียชีวิตเกือบ 100 คนและผู้บาดเจ็บกว่าพันคน อย่างไรก็ตาม ประธานาธิบดีอยากจะประกาศรัฐประหาร แต่มีการยิบตาปะทะกันดุเดือดระหว่างฝ่ายรัฐบาลกับกองทัพก่อน โชคดีที่รัฐประหารล้มเหลวและทหารถูกจับกุมซึ่งมียอดไม่ถึง 1.5 พันนาย
1387,เกษตรกรกาฬสินธุ์ใจรักเลี้ยงหนูนา เปิดฟาร์ม พินิจนัยฟาร์ม เลี้ยงหนูจนมีรางวัลแชมป์ประกวดหนูนาประจำปี 63 การันตี เผยตลาดต้องการมากขายดีจนเลี้ยงโตไม่ทัน โดยแต่ละเดือนขายได้ราว 200กก. ,พ่อเกษตรกรคนนั้นใจรักมากกับการเลี้ยงหนูนา เขาตัดสินใจเปิดฟาร์ม แล้วพอเลี้ยงหนูอย่างรัพธ์รักจนถึงขั้นได้รับรางวัลแชมป์ประจำปี 63 ซึ่งเป็นการขายที่สำเร็จอย่างสมบูรณ์ ภายในแต่ละเดือนนั้นพวกเขาสามารถขายได้ประมาณ 200 กิโลกรัมเลยค่ะ
1388,ฟรานชิส อูโซโฮ ยืดอกรับสถิติผู้รักษาประตูอายุน้อยที่สุดอันดับ 2 ที่ไม่เสียประตูในศึกฟุตบอลโลก รอบสุดท้าย ,ฟรานซิส อูโซโฮอายุสูงสุดอันดับสองผู้รักษาประตูที่ไม่ถูกยิงประตูในรอบสุดท้ายของฟุตบอลโลก
1389,แฟ้มภาพ: ประชาไท กรณีสภาผู้แทนราษฎรได้มีมติเห็นชอบตามร่างพระราชบัญญัติการชุมนุมสาธารณะ พ.ศ เมื่อวันที่ 27 เมษายน ที่ผ่านมา เครือข่ายนักกฎหมายสิทธิมนุษยชน ออกแถลงการณ์ต่อเนื่องคัดค้านการออกร่าง,ประชาไท กรณีสภาผู้แทนราษฎรได้เห็นด้วยตามแบบร่างกฎหมายเรื่องการชุมนุมสาธารณะ พ.ศ. 27 เมษายนที่ผ่านมา อันก่อให้เกิดเครือข่ายนักกฎหมายสิทธิมนุษยชนเดลองต่อต้านการออกเวรางานได้.
1391,ทนายษิทรา เผย เอมี่ ธิดาวานร โดนคุกโทษเสพฯ 3 เดือน รอลงอาญา รอดข้อหาจำหน่าย แจงว่าตามหลักฐานที่มี คาดถูกปล่อยตัวค่ำนี้ พ่อแม่สุดดีใจ บอกรอวันนี้มานาน พร้อมพาลูกกลับบ้าน,ทนายษิทราเผยว่าเอมี่ธิดาวานรถูกปรับโทษเพราะเสพสารเสพติดเป็นเวลา 3 เดือน ตอนนี้โดนคุกและกำลังรอการลงอาญา แต่ยังค้างค่าตอบแทนเพราะข้อกล่าวหาการจำหน่ายยังไม่สิ้นสุด ทนายษิทราเชื่อว่าตามหลักฐานที่มีอยู่เขาคาดว่าอาจถูกปล่อยตัวในวันนี้ พ่อแม่ของเอมี่ธิดาวานรก็รู้สึกดีใจและรอคอยหวังว่าเอมี่จะกลับบ้านมาในวันนี้
1392,ผู้บริหารสายการบินรัสเซีย เมโทรเจ็ต แถลงข่าวคืบหน้า สาเหตุเที่ยวบิน เคจีแอล 9268 ตกในอียิปต์ มาจาก ปัจจัยภายนอก ไม่ใช่เครื่องยนต์ขัดข้อง หรือความผิดพลาดของนักบิน,ผู้บริหารของสายการบินรัสเซีย เมโทรเจ็ต ได้ประกาศความคืบหน้าเกี่ยวกับเหตุการณ์ที่เกิดขึ้นกับเที่ยวบินเคจีแอล 9268 ที่ตกลงจากอาคารอียิปต์ ได้เป็นเพราะปัจจัยภายนอก และไม่ได้เกิดจากปัญหาในเครื่องยนต์หรือการขาดความระมัดระวังของนักบิน
1393,วิษณุ แจงนายกฯ ไม่ได้เด้ง หมอณรงค์ แค่สั่งช่วยราชการทำเนียบฯ ย้ำยังรับเงินเดือนเดิม เตรียมให้เป็นที่ปรึกษานายกฯ ด้าน สธ. เพื่อรับเงินประจำตำแหน่ง,"วิษณุไม่จะปฏิเสธออกไป, หมอณรงค์เพียงแต่กำหนดให้ช่วยเกี่ยวกับงานทำเนียบ และยังจะรับเงินเดือนเดิมอยู่, เตรียมเป็นที่ปรึกษาของนายกฯ ในด้านของสธ. เพื่อรับเงินที่ได้รับตำแหน่ง"
1394,ทีมงาน เภสัชกรชายแดน ติดตามการนำยาปฏิชีวนะ Amoxycillin ไปใช้ในสวนส้ม พบว่าปัจจุบันเกษตรกรได้ทำกันอย่างแพร่หลาย โดยซื้อยาปฏิชีวนะมาแกะเม็ดแคปซูลออกเอาแต่ผงยาออกมาละลายน้ำค้างไว้ 1 คืน,ทีมงานเภสัชกรชายแดนกำลังติดตามการนำเอายาปฏิชีวนะอะม็อกซาซิลลินไปใช้ในสวนส้ม พบว่ากษตรกรเริ่มใช้ยาปฏิชีวนะอย่างแพร่หลาย โดยซื้อยามาแล้วแกะเม็ดแคปซูลออกแล้วนำไปละลายในน้ำค้างเก็บไว้สักคืน
1395, มหาวิทยาลัยแห่งแรกของไทยกำเนิดภายใต้การปกครองระบอบสมบูรณาญาสิทธิราชย์ในฐานะโรงเรียนผลิตข้าราชการ,วิทยาลัยแห่งแรกของไทยเกิดขึ้นภายใต้ระบอบสมบูรณาญาสิทธิราชย์เป็นโรงเรียนที่สร้างขึ้นเพื่อผลิตข้าราชการ
1396,การเลือกตั้งทั่วไปเมื่อวันที่3 กรกฎาคม 2511 ผ่านไปด้วยดี ประชาชนไทยไปลงคะแนนเสียงเลือกตั้งอย่างคึกคัก มีจำนวนมากถึง 74 เปอร์เช็นต์ และผลของการเลือกตั้งไปเป็นตามความคาดหมาย,การเลือกตั้งทั่วไปในวันที่ 3 กรกฎาคม 2511 ผ่านไปแล้วโดยมีประชาชนไทยไปลงคะแนนเสียงเลือกตั้งอย่างคึกคัก ซึ่งมีจำนวนมากถึง 74 เปอร์เซ็นต์ และผลที่ได้รับจากการเลือกตั้งนั้นเป็นไปตามที่คาดหวังเช่นเดียวกัน
1397,จ.นราธิวาส มีการจัดงานรำลึกตามรอยเสด็จ ในหลวง รัชกาลที่ 9 บริเวณน้ำตกฉัตรวาริน อ.สุไหงปาดี หลังเจ้าหน้าที่พบตราสัญลักษณ์อักษรพระปรมาภิไธยย่อ ภปร. บริเวณน้ำตกที่หายไป,ในจังหวัดนราธิวาสจัดงานเพื่อรำลึกถึงสิ่งที่เผยแพร่มาจากเสด็จพ่อของประเทศในสมัยรัชกาลที่ 9 ที่มีสถานที่เกิดเหตุการณ์ที่น้ำตกฉัตรวารินที่เขตอำเภอสุไหงปาดีหลังจากที่เจ้าหน้าที่พบตราสัญลักษณ์ของพระองค์ในชุดอักษรพระปรมาภิไธยย่อ บริเวณที่เกิดเหตุการณ์ที่น้ำตกฉัตรวารินที่หายไปก่อนหน้านี้
1398,"ชัยเกษม ซัดตลกร้ายกาจข่าว ทักษิณ ดันชิงนายกฯ แทน หญิงหน่อย ยันไม่เคยสไกป์คุยนายใหญ่ พร้อมท้าตรวจสอบ ขอเล่นข่าวตรงไปตรงมา อย่าเต้าข่าวทำเสียหาย จวกพวกปูดเจตนาทำ เพื่อไทย แตกแยก

",ชัยเกษม เผยข่าวอย่างรุนแรงว่า ทักษิณขับออกจากตำแหน่งนายก และเข้ามาแทนที่เป็นหญิง หนึ่งข้อที่เขาท่านตั้งตรงนี้คือยืนยันว่าเขาไม่เคยสื่อสารกับนายใหญ่ และพร้อมที่จะเชื่อถือตรวจสอบ ขาดการแพร่ข่าวที่อันตรายและส่ำหาผลสำหรับประชาชนไทยต่าง ๆ
1400,17 มิ.ย.2557 นพ.วินัย สวัสดิวร เลขาธิการสำนักงานหลักประกันสุขภาพแห่งชาติ (สปสช.) เผยปี 2557 ระบบหลักประกันสุขภาพถ้วนหน้าตั้งเป้ารักษาผู้ป่วยวัณโรค 51180 ราย,"17 มิถุนายน 2557 นพ.วินัย สวัสดิวร เลขาธิการสำนักงานหลักประกันสุขภาพแห่งชาติ (สปสช.) ประกาศว่าในปี 2557 ระบบหลักประกันสุขภาพเป้าหมายคือการรักษาผู้ป่วยวัณโรคจำนวน 51,180 ราย"
1401,แปลกตา! นทท.ต่างชาติ ยึดสวนสาธารณะหนองบวกหาด กลางเมืองเชียงใหม่ อาบแดด-เล่นโยคะ ด้าน ผอ.ททท. เชียงใหม่ ขอคนเชียงใหม่ร่วมเป็นเจ้าบ้านที่ดี คาดปี 2560 เงินสะพัดแตะแสนล้าน,น่าประหลาดใจ! ชาวต่างชาติยึดครองสวนสาธารณะหนองบวกหาดในใจกลางเมืองเชียงใหม่เพื่อทำกิจกรรมหาดอาบแดดและตื่นเต้นกับโยคะ ผู้ว่าการองค์การบริหารส่วนตำบลเชียงใหม่ขอชวนชาวเชียงใหม่ทั้งหลายร่วมเป็นเจ้าบ้านที่ดีในปี พ.ศ. 2560 และทำให้เงินสะพัดแตะแสนล้าน
1402,ปารีส แซงต์ แชร์แมง ทีมมหาเศรษฐี เตรียมทุ่มเงินมหาโหด เพื่อคว้าตัวแข้งซุปเปอร์สตาร์ของพรีเมียร์ลีก อังกฤษ ไปร่วมทีมช่วงโค้งสุดท้ายก่อนตลาดนักเตะปิด,ทีมฟุตบอลปารีสแซงต์แชร์แมงกำลังจัดเตรียมซื้อสิ่งของขวัญมูลค่ามหาศาลเพื่อที่จะท้าทายการล่องหน้าของพรีเมียร์ลีกอังกฤษซุปเปอร์สตาร์ก่อนการปิดตลาดนักเตะในช่วงท้ายของทีมเพื่อต้อนรับเข้าร่วมทีม
1403,ชุดจับกุม ก.แรงงาน ลุยตรวจพื้นที่ค้าขายย่านเยาวราช พบ 3 พ่อค้าเมียนมาขายนมถั่วเหลือง ควักโชว์หราสติกเกอร์ขนาดเล็กรูปลูกเต๋าสีส้ม อ้างเถ้าแก่ให้พกติดตัวกันตำรวจจับ ก่อนนำส่งตัว สน.พลับพลาชัย 2 ดำเนินคดี ตาม ม.51 ก.ม.แรง ปี2551,กำลังฉวยคณะพนักงานตรวจสอบพื้นที่การค้าในย่านเยาวราช พบว่ามีพ่อค้า 3 คนและเมียติดตัวกับสินค้านมถั่วเหลือง ซึ่งมีสติกเกอร์ขนาดเล็กรูปลูกเต๋าสีส้มที่ซุกซนและอ้างอิงว่าเป็นของคุณภาพพร้อมที่จะนำตัวไปส่งต่อตามคำสั่งจากตำรวจ ตามกฎหมายมาตรา 51 ของกฎหมายแรงงาน ในปี พ.ศ. 2551
1404,2หนุ่มพนักงานขับรถถูกคนร้ายยิงดับคาพวงมาลัย รถเสียหลักตกข้างทาง บริเวณคลองหก ปทุมธานี ส่วนเพื่อนที่มาด้วยกันนอนอยู่เบาะหลังรอดหวุดหวิด เบื้องต้น ตร.ตั้งประเด็นปัญหาส่วนตัว และเรื่องเจอเหตุ,2หนุ่มพนักงานขับรถถูกคนร้ายยิงดับคาวงมาลัยในบริเวณคลองหก ปทุมธานี รถหกลงบริเวณทางข้างคลอง ในขณะที่เพื่อนที่มาด้วยกันนอนอยู่ในเบาะหลังก็รอดพ้นหวุดหวิด เมื่อถูกตำรวจสอบบริเวณเกิดเหตุ พวกเขาเริ่มโต้แย้งเรื่องการเจอเหตุและยังตั้งปัญหาส่วนตัว
1405,หม่อมหลวงศิริเฉลิม หรือ หมึกแดง โพสต์ภาพและอัปเดตอาการล่าสุดของ หม่อมถนัดศรี หลังศาลสั่งเป็นบุคคลไร้ความสามารถ,หม่อมหลวงศิริเฉลิม หรือ หมึกแดง โพสต์รูปภาพและอัปเดตสถานการณ์ล่าสุดของหม่อมถนัดศรี หลังศาลตัดสินว่าเป็นบุคคลที่ไม่มีความสามารถ
